"","code","name","management","admin.female.total","admin.total","fulltime.female.total","fulltime.total","part.female.total","part.total","admin.female.ratio","fulltime.female.ratio","part.female.ratio"
"32170",47210,"KALPTARU COLLEGE OF BSC NURSING, UDAIPUR","Private Un-Aided",1,1,2,5,4,13,1,0.4,0.307692307692308
"32172",47216,"SHRI BALAJI COLLEGE OF NURSING, UDAIPUR","Private Un-Aided",0,1,2,7,7,19,0,0.285714285714286,0.368421052631579
"32173",47217,"SUNRISE COLLEGE OF NURSING, UDAIPUR","Private Un-Aided",0,2,3,8,14,30,0,0.375,0.466666666666667
"32174",47219,"VEDANSHI COLLEGE OF NURSING, UDAIPUR","Private Aided",0,1,0,2,2,14,0,0,0.142857142857143
"32177",47228,"SETH G L BIHANI S D COLLEGE OF TECH EDUCATION, SRIGANGANAGAR","Private Un-Aided",0,1,4,17,0,2,0,0.235294117647059,0
"32178",47232,"DURGADEVI SARAF INSTITUTE OF MANAGEMENT STUDIES, MUMBAI","Private Un-Aided",0,1,12,23,11,21,0,0.521739130434783,0.523809523809524
"32184",47240,"MIRACLES, MANDSAUR","Private Un-Aided",0,1,2,8,0,4,0,0.25,0
"32185",47241,"R B S INSTITUTE OF NURSING, NEEMUCH","Private Un-Aided",0,1,2,6,4,10,0,0.333333333333333,0.4
"32186",47243,"SRIJI INSTITUTE OF NURSING SCIENCE, MANDSAUR","Local Body",0,1,1,3,9,15,0,0.333333333333333,0.6
"32189",47246,"GOVERNMENT GIRLS COLLEGE, NAGDA","State Government",0,1,1,2,0,3,0,0.5,0
"32191",47248,"C V M College of Fine Arts,  Vallabh Vidyanagar","Private Un-Aided",0,1,1,3,4,14,0,0.333333333333333,0.285714285714286
"32194",47251,"Shantaben Manubhai Patel Institute Architecture and Interior Design, Vallabh Vidyanagar","Private Un-Aided",1,1,11,13,5,15,1,0.846153846153846,0.333333333333333
"32197",47254,"SHRI D N INSTITUTE OF P G STUDIES IN COMMERCE, ANAND","Private Un-Aided",0,1,1,1,2,5,0,1,0.4
"32207",47265,"KHAJA BANDA NAWAZ COLLEGE OF NURSING, GULBARGA","Private Aided",1,1,3,7,4,6,1,0.428571428571429,0.666666666666667
"32222",47293,"NAVJIVINI INSTITUTE OF SPECIAL EUCATION AND RESEARCH SULAR","Private Un-Aided",0,1,3,5,7,7,0,0.6,1
"32229",47300,"HARF COLLEGE MALERKOTLA","Private Un-Aided",0,1,2,3,12,15,0,0.666666666666667,0.8
"32230",47301,"Shree Bharatimaiya College of Optometry and Physiotherapy","Private Un-Aided",0,1,7,13,9,33,0,0.538461538461538,0.272727272727273
"32248",47323,"SRINIVAS INSTITUTE OF MEDICAL SCIENCE AND RESEARCH CENTRE, MANGLORE","Private Un-Aided",0,1,48,230,50,131,0,0.208695652173913,0.381679389312977
"32253",47328,"ST IGNATIUS INSTITUTE OF HEALTH SCIENCES, HONAVAR","University",1,1,11,11,14,14,1,1,1
"32256",47331,"Shubhdeep College of Nursing, Indore","Private Un-Aided",3,3,12,20,20,34,1,0.6,0.588235294117647
"32270",47347,"GREASES COLLEGE OF NURSING, BALAGHAT","Private Un-Aided",1,1,3,4,12,13,1,0.75,0.923076923076923
"32280",47358,"NALANDA KALA VADIJYA COLLEGE, KATNI","Private Un-Aided",1,1,2,6,1,1,1,0.333333333333333,1
"32281",47359,"SAI NATH COLLEGE OF NURSING, KATNI","Private Un-Aided",2,2,4,6,22,30,1,0.666666666666667,0.733333333333333
"32282",47360,"SAINA INTERNATIOAL COLLEGE, KATNI","Private Un-Aided",0,1,7,12,2,2,0,0.583333333333333,1
"32292",47378,"G R R COLLEGE OF NURSING, BANGALORE","Private Un-Aided",0,1,6,6,26,33,0,1,0.787878787878788
"32293",47382,"Govt. College, Burhanpur","State Government",0,1,0,1,2,5,0,0,0.4
"32294",47384,"AGRASEN INSTITUTE OF PARAMEDICAL SCIENCES, Balaghat ","Private Un-Aided",0,1,0,1,3,3,0,0,1
"32295",47385,"B I P M S PARAMEDICAL COLLEGE, Jabalpur","Private Un-Aided",0,2,4,9,5,12,0,0.444444444444444,0.416666666666667
"32300",47395,"MEENAKSHI ACADEMI OF PARAMEDICAL SCIENCES, Jabalpur","Private Un-Aided",1,3,2,2,3,3,0.333333333333333,1,1
"32301",47396,"NANDANVAN COLLEGE OF NURSING, Jabalpur","Private Un-Aided",1,1,1,5,24,26,1,0.2,0.923076923076923
"32303",47398,"SUBHASH CHANDRA PARAMEDICAL COLLEGE, Jabalpur","Private Un-Aided",0,1,3,8,3,4,0,0.375,0.75
"32315",47416,"UDUPI DHANVANTARI COLLEGE OF NURSING, UDUPI","Private Un-Aided",1,1,4,5,20,27,1,0.8,0.740740740740741
"32316",47417,"ST. JOSEPHS COLLEGE OF NURSING, MYSORE","Private Un-Aided",1,1,4,6,7,10,1,0.666666666666667,0.7
"32318",47419,"GOVERNMENT DEGREE COLLGE, LONGTARAI VALLEY","State Government",0,1,4,9,2,12,0,0.444444444444444,0.166666666666667
"32319",47420,"GOVERNMENT DEGREE COLLGE, KANCHANPUR","State Government",0,1,1,7,2,6,0,0.142857142857143,0.333333333333333
"32320",47421,"GOVERNMENT DEGREE COLLGE, SANTIRBAZER","State Government",0,1,0,4,5,11,0,0,0.454545454545455
"32321",47422,"RABINDRA NATH THAKUR MAHAVIDYALAYA, SEPAHIJALA","State Government",0,1,11,28,13,16,0,0.392857142857143,0.8125
"32327",47428,"GOVERNMENT DEGREE COLLGE, TELIAMURA","State Government",0,1,1,5,7,10,0,0.2,0.7
"32328",47429,"SUBBAIAH INSTITUTE OF MEDICAL SCIENCES, SHIMOGA","Private Un-Aided",0,1,58,192,7,41,0,0.302083333333333,0.170731707317073
"32329",47430,"Abhigyan Girls College, Sanawad, Khargone","Private Aided",0,1,12,31,0,1,0,0.387096774193548,0
"32339",47440,"VIDYA RASHMI FIRST GRADE COLLEGE VIDYAGANGOTHRI","Private Un-Aided",1,1,6,9,0,3,1,0.666666666666667,0
"32345",47446,"CHRISTIAN INSTITUTE OF HEALTH SCIENCES AND RESEARCH, DIMAPUR","Private Aided",1,1,13,13,11,11,1,1,1
"32350",47452,"COMPOSITE REGIONAL CENTRE, MINISTRY OF SOCIAL JUSTICE EMPOWERMENT, BEMINA","Central Government",0,1,2,4,4,8,0,0.5,0.5
"32395",47513,"MAHARANI NURSING COLLEGE (Inst. Code - 340),  DHARAPURAM","Private Un-Aided",1,1,11,11,8,8,1,1,1
"32396",47514,"THIRAVIAM COLLEGE OF  NURSING (Inst. Code - 343), MOUNT JERUSALEM, THENI","University",1,1,7,8,5,5,1,0.875,1
"32397",47515,"VIVEKANANDHA COLLEGE OF NURSING (Inst. Code - 097), NAMAKKAL ","University",1,1,16,16,36,36,1,1,1
"32398",47516,"U.C.A. COLLEGE OF PARAMEDICAL SCIENCES (Inst. Code - 149), CHETPUT","Private Un-Aided",0,1,5,13,2,4,0,0.384615384615385,0.5
"32429",47556,"TIRUNELVELI MEDICAL COLLEGE (Inst. Code - 008), TIRUNELVELI","State Government",1,2,71,182,38,70,0.5,0.39010989010989,0.542857142857143
"32431",47558,"THENI GOVERNMENT MEDICAL COLLEGE (Inst. Code - 240), THENI","State Government",2,2,46,101,26,57,1,0.455445544554455,0.456140350877193
"32432",47559,"SIVAGANGAI GOVERNMENT MEDICAL COLLEGE (Inst. Code - 572), SIVAGANGAI","State Government",0,2,25,56,39,88,0,0.446428571428571,0.443181818181818
"32433",47560,"KARPAGAM FACULTY OF MEDICAL SCIENCES & RESEARCH (Inst. Code - 536), COIMBATORE","Private Un-Aided",0,1,37,122,44,113,0,0.30327868852459,0.389380530973451
"32437",47566,"St. ISABEL COLLEGE OF NURSING (Inst. Code - 537), CHENNAI ","Private Un-Aided",2,2,12,12,32,32,1,1,1
"32438",47567,"HINDU MISSION COLLEGE OF NURSING (Inst. Code - 551), CHENNAI","Private Un-Aided",1,1,5,5,16,16,1,1,1
"32439",47568,"CSI KALYANI  COLLEGE OF NURSING (Inst. Code - 546), CHENNAI","Private Un-Aided",1,1,6,6,23,23,1,1,1
"32440",47569,"VIVEKANANDA (RABINRANATH TAGORE) NURSING COLLEGE  FOR WOMEN (Inst. Code - 235), SALEM","Private Un-Aided",1,1,6,6,32,32,1,1,1
"32441",47570,"V.P.M.M. COLLEGE OF NURSING (Inst. Code - 534), VIRUDHUNAGAR ","Private Aided",0,1,5,8,19,21,0,0.625,0.904761904761905
"32442",47572,"SACRED HEART COLLEGE OF NURSING (Inst. Code - 545), DINDIGUL","Private Un-Aided",1,1,10,10,30,30,1,1,1
"32444",47574,"THE SALVATION ARMY CATHERINE BOOTH COLLEGE OF NURSING (Inst. Code - 544), NAGERCOIL","Private Un-Aided",1,1,6,7,13,13,1,0.857142857142857,1
"32445",47575,"C.S.I. COLLEGE OF NURSING (Inst. Code - 550), KANNIYAKUMARI","Private Aided",1,1,13,13,2,2,1,1,1
"32492",47631,"RAJRANI MAHAVIDYALAYA, VAHORANPUR, KANSHIRAMNAGAR","Private Un-Aided",0,1,0,15,0,3,0,0,0
"32502",47643,"SHRI BALAJI MAHARAJ MAHAVIDYALAYA, DAHELIYA, ETHA","Private Un-Aided",0,1,0,13,0,12,0,0,0
"32509",47654,"MAA KELASHVATI MAHAVIDYALAYA, KADARGANJ, KASHGANJ","Private Un-Aided",0,1,1,14,2,3,0,0.0714285714285714,0.666666666666667
"32538",47696,"VASAVI FIRST GRADE COLLEGE, KOLLEGAL","Private Un-Aided",0,1,2,3,8,9,0,0.666666666666667,0.888888888888889
"32544",47703,"SASMIRAS INSTITUTE OF MANAGEMENT STUDIES AND RESEARCH","Private Un-Aided",0,1,7,10,12,19,0,0.7,0.631578947368421
"32546",47706,"MUDO TAMO MEMORIAL COLLEGE, ZIRO","Private Un-Aided",1,2,4,12,0,3,0.5,0.333333333333333,0
"32550",47711,"JBR ARCHITECTURE COLLEGE","Private Un-Aided",2,2,4,7,0,3,1,0.571428571428571,0
"32551",47712,"JNIAS SCHOOL OF PLANNING AND ARCHITECTURE","Private Un-Aided",0,1,6,18,0,3,0,0.333333333333333,0
"32553",47714,"MAESTRO SCHOOL OF PLANNING AND  ARCHITECTURE","Private Un-Aided",0,2,10,14,2,4,0,0.714285714285714,0.5
"32555",47717,"VINAYAKA MISSIONS SIKKIM COLLEGE OF NURSING","University",1,1,10,11,9,9,1,0.909090909090909,1
"32557",47719,"MURSHIDABAD MEDICAL COLLEGE AND HOSPITAL","State Government",0,1,12,87,3,60,0,0.137931034482759,0.05
"32568",47735,"ST. VINCENT PALLOTTI DEGREE  COLLEGE","Private Un-Aided",1,2,10,14,0,1,0.5,0.714285714285714,0
"32578",47754,"CAMBRIDGE INSTITUTE OF TEACHER'S EDUCATION TATISILWAI","Private Un-Aided",0,1,3,8,1,2,0,0.375,0.5
"32580",47756,"N.N GHOSH TEACHERS TT COLLEGE, JAMUNARY, KANKE  ","Private Un-Aided",1,1,3,7,0,2,1,0.428571428571429,0
"32581",47757,"MOTI RAJ DAVI TEACHERS TRANING COLLEGE ANANDI, ORMANJHI","Private Un-Aided",1,1,7,7,1,3,1,1,0.333333333333333
"32585",47763,"KASTURBA GANDHI NURSING COLLEGE","University",1,1,17,19,35,46,1,0.894736842105263,0.760869565217391
"32586",47764,"INDIRA GANDHI INSTITUTE OF DENTAL SCIENCES","University",1,1,23,61,9,11,1,0.377049180327869,0.818181818181818
"32587",47765,"SHRI SATHYA SAI MEDICAL COLLEGE AND RESEARCH INSTITUTE","Private Un-Aided",0,1,60,181,59,156,0,0.331491712707182,0.378205128205128
"32625",47805,"KONKAN MUSLIM EDUCATION SOCIETYs COLLEGE OF EDUCATION","Private Un-Aided",1,1,6,6,6,6,1,1,1
"32632",47813,"SHRI SHAILESH CHANDULAL GANDHI B C A COLLEGE","Private Un-Aided",0,1,3,5,0,1,0,0.6,0
"32645",47828,"K R DOSHI B COM COLLEGE","Private Un-Aided",0,1,4,11,0,2,0,0.363636363636364,0
"32657",47843,"SHREE LAXMINARAYAN DEV COLLEGE OF COMPUTER APPLICATIONS (564)","Private Un-Aided",1,1,2,7,1,1,1,0.285714285714286,1
"32667",47861,"Government College for Women, Ratia,  Distt. Fatehabad","State Government",0,1,0,4,7,12,0,0,0.583333333333333
"32671",47866,"INSTITUTE OF ENGINEERING AND TECHNOLOGY, AHMEDABAD","University",0,1,3,21,10,22,0,0.142857142857143,0.454545454545455
"32672",47868,"SUBHASH COLLEGE, MORENA","Private Aided",0,2,3,12,1,10,0,0.25,0.1
"32673",47869,"SHRI VAISHNAV COLLEGE OF EDUCATION, GWALIOR","Private Un-Aided",1,2,9,14,0,1,0.5,0.642857142857143,0
"32678",47875,"CHITRINI NURSING COLLEGE FOR WOMEN PRANTIJ","Private Aided",1,1,5,13,29,31,1,0.384615384615385,0.935483870967742
"32680",47881,"AHMEDABAD INSTITUTE OF MEDICAL SCIENCES, LAPKAMAN","Private Un-Aided",1,1,4,5,5,8,1,0.8,0.625
"32681",47882,"AHMEDABAD INSTITUTE OF NURSING SCIENCES, LAPKAMAN","Private Un-Aided",1,1,4,4,12,13,1,1,0.923076923076923
"32682",47883,"ANANT INSTITUTE OF ARCHITECTURE","Private Un-Aided",1,2,6,14,9,26,0.5,0.428571428571429,0.346153846153846
"32683",47884,"COLLEGE OF DENTAL SCIENCE AND RESEARCH CENTRE, BOPAL","Private Un-Aided",1,1,31,66,10,19,1,0.46969696969697,0.526315789473684
"32684",47885,"G C S MEDICAL COLLEGE HOSPITAL AND RESEARCH CENTRE","Private Un-Aided",0,1,45,116,21,33,0,0.387931034482759,0.636363636363636
"32685",47886,"G M E R S MEDICAL COLLEGE, AHMEDABAD","State Government",0,1,41,97,17,31,0,0.422680412371134,0.548387096774194
"32690",47891,"SHREY INSTITUE OF NURSING AND ALLIED SCIENCES","Private Un-Aided",0,1,6,6,26,26,0,1,1
"32691",47892,"SKUM COLLEGE OF NURSING","Private Un-Aided",1,1,4,10,23,23,1,0.4,1
"32692",47893,"LATE R P PATEL NURSING COLLEGE, ODE","Private Un-Aided",0,1,4,4,6,6,0,1,1
"32693",47894,"SHASHIKALA AND DHANSUKHLAL DADARWALA NURSING COLLEGE","Local Body",1,2,3,6,20,27,0.5,0.5,0.740740740740741
"32694",47895,"AHMEDABAD DENTAL COLLEGE, RANCHARADA","Private Un-Aided",1,2,84,156,26,40,0.5,0.538461538461538,0.65
"32697",47898,"G M E R S MEDICAL COLLEGE, GANDHINAGAR","State Government",0,1,37,106,9,29,0,0.349056603773585,0.310344827586207
"32698",47899,"GOENKA RESEARCH INSTITUTE OF DENTAL SCIENCES","Private Un-Aided",1,1,14,69,19,25,1,0.202898550724638,0.76
"32700",47902,"SHANTINIKETAN NURSING COLLEGE","Private Un-Aided",0,2,3,6,14,21,0,0.5,0.666666666666667
"32701",47903,"SHARDA NURSING COLLEGE, PANSAR","Private Un-Aided",0,1,4,4,17,18,0,1,0.944444444444444
"32702",47904,"COLLEGE OF ARCHITECTURE, SVIT, VASAD","Private Un-Aided",0,1,8,17,14,22,0,0.470588235294118,0.636363636363636
"32703",47905,"DINSHA PATEL COLLEGE OF NURSING, NADIAD","Private Un-Aided",0,2,4,6,33,41,0,0.666666666666667,0.804878048780488
"32704",47906,"GHANTAKARNA MAHAVIR PHYSIOTHERAPY COLLEGE, GODHRA","Private Un-Aided",0,1,3,5,9,22,0,0.6,0.409090909090909
"32705",47907,"GVM NURSING COLLEGE, ANIYAD","Private Un-Aided",1,1,6,6,12,15,1,1,0.8
"32706",47908,"MUNI SEVA ASHRAM COLLEGE OF NURSING","Private Un-Aided",0,1,2,2,5,5,0,1,1
"32707",47909,"PIONEER BSC NURSING COLLEGE","Private Un-Aided",0,1,5,6,13,15,0,0.833333333333333,0.866666666666667
"32710",47915,"SHRI SIDDHI VINAYAK INSTITUTE OF MANAGEMENT, NAINITAL ROAD, BAREILLY","Private Un-Aided",0,2,22,48,0,1,0,0.458333333333333,0
"32734",47948,"SRI AUROBINDO INSTITUTE OF ALLIED HEALTH & PARAMEDICAL SCIENCES, INDORE","University",0,1,0,7,2,5,0,0,0.4
"32735",47949,"SAIMS COLLEGE OF NURSING, INDORE","Private Un-Aided",1,1,8,12,22,38,1,0.666666666666667,0.578947368421053
"32736",47950,"SRI AUROBINDO INSTITUTE OF SPEECH & HEARING, INDORE","Private Un-Aided",0,1,3,5,1,2,0,0.6,0.5
"32737",47951,"SRI AUROBINDO INSTITUTE OF LIBRARY & INFORMATION SCIENCE, INDORE","Private Un-Aided",0,1,1,2,0,1,0,0.5,0
"32741",47955,"SMT RUKHMINIBEN DEEPCHAND BHAI GARDI, NTC, INDORE","Private Un-Aided",1,1,5,7,23,27,1,0.714285714285714,0.851851851851852
"32744",47959,"GOVERNMENT NAVEEN COLLEGE, BORI","State Government",0,1,6,7,3,3,0,0.857142857142857,1
"32759",47979,"DEVI AHILYA NURSING COLLEGE, INDORE","Private Un-Aided",1,1,12,14,1,2,1,0.857142857142857,0.5
"32764",47984,"VISION COLLEGE OF NURSING","Private Aided",2,3,4,5,17,21,0.666666666666667,0.8,0.80952380952381
"32776",47996,"CHIRAYU COLLEGE OF NURSING","Private Un-Aided",1,1,15,28,8,15,1,0.535714285714286,0.533333333333333
"32779",47999,"SRI SAI INSTITUTE OF NURSING SCIENCE","Private Un-Aided",1,1,3,6,12,20,1,0.5,0.6
"32780",48000,"GOVERNMENT COLLEGE, BAKTARA","State Government",0,1,0,1,2,5,0,0,0.4
"32783",48003,"GOVERNMENT COLLEGE, DOBI","State Government",1,1,1,2,1,4,1,0.5,0.25
"32784",48004,"GREEN FIELD COLLEGE OF VOCATIONAL STUDIES","Private Aided",0,2,9,26,3,8,0,0.346153846153846,0.375
"32786",48007,"MAHATAMA JYOTIBA PHULE EDUCATION TRUSTs S N G INSTITUTE OF MANAGEMENT & RESEARCH, KHED","Private Un-Aided",0,1,1,6,1,3,0,0.166666666666667,0.333333333333333
"32804",48054,"ABHISEK NURSING MAHAVIDYALYA","Private Aided",1,1,4,6,15,21,1,0.666666666666667,0.714285714285714
"32805",48056,"DAYAL NURSING COLLEGE","Private Aided",0,1,2,5,10,14,0,0.4,0.714285714285714
"32806",48059,"MAHARANA PRATAP COLLEGE OF NURING","Private Un-Aided",1,1,6,6,15,30,1,1,0.5
"32807",48062,"S R COLLEGE OF NURSING, MORAR","Private Un-Aided",1,1,6,12,24,45,1,0.5,0.533333333333333
"32814",48078,"COLLEGE OF NURSING","State Government",1,1,14,14,14,14,1,1,1
"32816",48080,"C M C COLLEGE OF NURSING","Private Un-Aided",1,2,5,5,9,10,0.5,1,0.9
"32822",48089,"ADARSH COLLEGE","Private Un-Aided",0,1,3,8,0,4,0,0.375,0
"32831",48100,"ST THOMAS COLLEGE OF NURSING","Private Un-Aided",1,1,11,12,3,4,1,0.916666666666667,0.75
"32833",48103,"AZEEZIA COLLEGE OF NURSING","Private Un-Aided",0,1,10,18,3,3,0,0.555555555555556,1
"32834",48104,"AZEEZIA INSTITUTE OF MEDICAL SCIENCES AND RESEARCH","Private Un-Aided",1,7,60,149,35,72,0.142857142857143,0.402684563758389,0.486111111111111
"32835",48105,"BISHOP BENZIGER COLLEGE OF NURSING","Private Un-Aided",1,1,5,7,16,18,1,0.714285714285714,0.888888888888889
"32836",48106,"HOLY CROSS COLLEGE OF NURSING","Private Un-Aided",2,2,16,16,30,30,1,1,1
"32837",48107,"ST JOSEPH's COLLEGE OF NURSING","Private Un-Aided",1,1,15,16,7,7,1,0.9375,1
"32838",48109,"UPASANA COLLEGE OF NURSING","Private Un-Aided",2,2,50,56,18,18,1,0.892857142857143,1
"32840",48111,"VIJAYA COLLEGE OF NURSING, NEELESWARAM","Private Un-Aided",1,1,20,21,10,10,1,0.952380952380952,1
"32841",48112,"MERCY COLLEGE OF NURSING","Private Un-Aided",1,1,15,18,7,7,1,0.833333333333333,1
"32844",48116,"CO-OPERATIVE COLLEGE OF NURSING","Private Un-Aided",1,1,16,20,3,3,1,0.8,1
"32845",48117,"CSI COLLEGE OF NURSING","Private Aided",1,1,20,22,24,27,1,0.909090909090909,0.888888888888889
"32848",48125,"KIMS COLLEGE OF NURSING","Private Un-Aided",1,1,27,30,4,4,1,0.9,1
"32851",48128,"NIMS COLLEGE OF NURSING","Private Un-Aided",1,1,16,20,2,2,1,0.8,1
"32853",48132,"RUCKMONI COLLEGE OF NURSING","Private Un-Aided",0,1,0,14,0,7,0,0,0
"32855",48134,"SARASWATHY COLLEGE OF NURSING","Private Un-Aided",1,1,17,18,5,5,1,0.944444444444444,1
"32857",48136,"SREE GOKULAM MEDICAL COLLEGE AND RESEARCH FOUNDATION","Private Un-Aided",1,1,88,152,32,34,1,0.578947368421053,0.941176470588235
"32858",48137,"SREE GOKULAM NURSING COLLEGE","Private Un-Aided",1,1,34,36,13,13,1,0.944444444444444,1
"32860",48140,"SRI VIDYADHIRAJA HOMOEPATHIC MEDICAL COLLEGE","Local Body",2,2,29,40,1,3,1,0.725,0.333333333333333
"32861",48141,"SUT ACADEMY OF MEDICAL SCIENCES","Private Un-Aided",0,2,69,166,8,15,0,0.41566265060241,0.533333333333333
"32863",48144,"BABY MEMORIAL COLLEGE OF NURSING, KOZHIKODU","Private Un-Aided",1,1,22,22,9,9,1,1,1
"32877",48161,"ARYAWART GURUKUL MAHAVIDYALAYA, BAJEDARA, UNNAO","Private Un-Aided",0,1,0,2,2,6,0,0,0.333333333333333
"32888",48174,"MAR THOMA SCHOOL OF MANAGEMENT STUDIES, EDACHIRA, THENGODE, KAKKANAD","Private Un-Aided",0,2,6,7,0,3,0,0.857142857142857,0
"32906",48196,"ACADEMY OF NURSING AND HEALTH SCIENCES BHOPAL","Private Un-Aided",2,2,5,6,16,28,1,0.833333333333333,0.571428571428571
"32907",48198,"ARUVINDO COLLEGE OF NURSING ","Private Un-Aided",1,1,4,6,15,16,1,0.666666666666667,0.9375
"32909",48200,"BATRA NURSING COLLEGE","Private Aided",3,5,2,8,9,14,0.6,0.25,0.642857142857143
"32910",48201,"BHABHA COLLEGE OF DENTAL SCIENCE","Private Un-Aided",0,2,13,36,9,12,0,0.361111111111111,0.75
"32912",48204,"CHIRAYU MEDICAL COLLEGE AND HOSPITAL","Private Un-Aided",0,1,44,161,41,134,0,0.273291925465839,0.305970149253731
"32920",48216,"PARAMEDICAL INSTITUTE JAWAHARLAL NEHRU CANCER HOSPITAL","Private Un-Aided",0,1,2,2,1,3,0,1,0.333333333333333
"32923",48219,"RAJIVE GANDHI COLLEGE OF NURSING","Private Un-Aided",1,1,8,13,22,35,1,0.615384615384615,0.628571428571429
"32925",48222,"SH MEDICAL COLLEGE NATUROPATHY AND YOGIC SCIENCES","Private Un-Aided",0,1,11,29,1,1,0,0.379310344827586,1
"32927",48225,"SUNDAR DEVI NURSING COLLEGE","Private Aided",1,1,2,2,6,9,1,1,0.666666666666667
"32932",48232,"GOVERNMENT COLLEGE RHETI","State Government",1,1,3,3,1,2,1,1,0.5
"32933",48236,"SHAHID CHANDRA SHAKHAR AZAD MAHAVIDHALAYA","Private Un-Aided",0,1,3,11,1,3,0,0.272727272727273,0.333333333333333
"32935",48238,"P M COLLEGE OF ARCHITECTURE","Private Un-Aided",0,1,2,7,3,7,0,0.285714285714286,0.428571428571429
"32937",48240,"GOVERNMENT COLLEGE, KOTRI","State Government",0,1,4,5,4,5,0,0.8,0.8
"32945",48251,"RVS PADMAVATHY SCHOOL OF ARCHITECTURE","Private Un-Aided",0,1,7,10,1,2,0,0.7,0.5
"32949",48256,"CHERAN SCHOOL OF ARCHITECTURE","University",0,3,0,9,0,3,0,0,0
"32967",48283,"THANTHAI PERIYAR GOVERNMENT INSTITUTE OF TECHNOLOGY","State Government",0,1,17,38,9,24,0,0.447368421052632,0.375
"32971",48287,"COLLEGE OF NURSING E M S MEMORIAL CO OPERATIVE HOSPITAL AND RESEARCH CENTRE","Private Un-Aided",1,1,7,13,11,21,1,0.538461538461538,0.523809523809524
"32977",48294,"BHARATA MATA SCHOOL OF LEGAL STUDIES, ALUVA EAST, CHUNGAMVELIL","Private Un-Aided",0,2,9,10,1,1,0,0.9,1
"33001",48325,"GOVT GIRLS COLLEGE, BAYANA ","State Government",1,1,0,1,0,3,1,0,0
"33005",48329,"PRATAP CHANDRA COLLEGE OF EDUCATION","Private Un-Aided",0,1,2,7,2,4,0,0.285714285714286,0.5
"33013",48340,"INSTITUTE OF PARAMEDICAL SCIENCES, ANJARAKANDY","Private Un-Aided",1,1,10,25,4,6,1,0.4,0.666666666666667
"33014",48341,"INDIAN INSTITUTE OF NURSING SCIENCE AND RESEARCH","Local Body",1,1,4,4,7,8,1,1,0.875
"33016",48343,"MES COLLEGE, ERATTUPETTA","Private Un-Aided",0,1,10,13,2,2,0,0.769230769230769,1
"33018",48346,"YAMUNA INSTITUTE OF DENTAL SCIENCES AND RESEARCH","Private Aided",1,1,33,66,22,28,1,0.5,0.785714285714286
"33019",48347,"SNGIST ARTS AND SCIENCE COLLEGE","Private Un-Aided",1,1,27,37,0,1,1,0.72972972972973,0
"33021",48351,"ALWAR PHARMACY COLLEGE","Private Un-Aided",0,1,11,37,0,3,0,0.297297297297297,0
"33032",48364,"Maharaja Agrasen College of Physiotherapy, Agroha, Hisar","Private Un-Aided",0,1,8,12,2,3,0,0.666666666666667,0.666666666666667
"33033",48366,"R.P. Indraprastha Institute of Medical Sciences, Karnal","Private Un-Aided",0,2,11,22,9,11,0,0.5,0.818181818181818
"33034",48368,"B.P.S. Government Medical College for Women Khanpur Kalan","State Government",0,1,48,112,65,163,0,0.428571428571429,0.398773006134969
"33035",48370,"PUNJABI UNIVERSITY COLLEGE, MEERAPUR","University",1,1,4,8,4,13,1,0.5,0.307692307692308
"33036",48371,"PILLAI HOC COLLEGE OF ARCHITECTURE","Private Un-Aided",1,1,18,29,1,6,1,0.620689655172414,0.166666666666667
"33040",48376,"Chinsurah College of Education, Sugandhya","Private Un-Aided",0,1,10,16,1,2,0,0.625,0.5
"33045",48382,"Moulana Abdul Kalam Ajad Teacherâs Training Institute, Bhedia","Private Un-Aided",0,2,2,8,0,1,0,0.25,0
"33049",48387,"Udyog College of Education, Damodarbati","Private Un-Aided",0,1,2,7,0,2,0,0.285714285714286,0
"33052",48396,"I E S COLLEGE OF ARCHITECTURE, CHITTILAPPILLY, THRISSUR","Private Un-Aided",0,1,9,11,1,3,0,0.818181818181818,0.333333333333333
"33053",48403,"MOULANA COLLEGE OF PHARMACY","Private Un-Aided",1,1,5,17,1,2,1,0.294117647058824,0.5
"33064",48416,"SHARDA BHAVAN EDUCATION SOCIETYs ACADEME OF ARCHITECTURE","Private Un-Aided",0,1,3,4,0,3,0,0.75,0
"33066",48419,"ARTS AND COMMERCE COLLEGE, PHONDAGHAT","Private Un-Aided",0,1,0,8,1,4,0,0,0.25
"33077",48434,"DARUNNUJOOM COLLEGE OF ARTS AND SCIENCE, PERAMBRA","Private Un-Aided",0,1,9,13,2,3,0,0.692307692307692,0.666666666666667
"33082",48440,"KMCT COLLEGE OF ARCHITECTURE, MANASSERY","Private Un-Aided",0,1,4,9,1,3,0,0.444444444444444,0.333333333333333
"33083",48441,"MES COLLEGE OF ARCHITECTURE, KAKKODI, KOZHIKODE","Private Un-Aided",1,1,9,10,2,10,1,0.9,0.2
"33084",48442,"PEEKAY CICS ARTS AND SCIENCE COLLEGE, MATHARA","Private Un-Aided",0,1,15,25,0,1,0,0.6,0
"33085",48444,"SNES COLLEGE OF ARTS, COMMERCE AND MANAGEMENT,CHETHUKADAVU, KUNNAMANGALAM","Private Un-Aided",0,1,6,11,3,3,0,0.545454545454545,1
"33089",48449,"GOVERNMENT ARTS AND SCIENCE COLLEGE, TANUR","State Government",1,1,3,12,11,19,1,0.25,0.578947368421053
