"Application
Number",State,Region,inst,Program,Shift,P / F Time,"Level of
Course",Course,"Approved
Intake 15-
16",NRI Approved,PIO Approved,University Name
1-2453660231,Tamil Nadu,Southern,MARIA COLLEGE OF ENGINEERING AND TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,MECHANICAL ENGINEERING,120,Yes,NA,Anna University Chennai
1-2453662090,Tamil Nadu,Southern,CHRIST THE KING POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,AUTOMOBILE ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2453662090,Tamil Nadu,Southern,CHRIST THE KING POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,CIVIL ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2453662090,Tamil Nadu,Southern,CHRIST THE KING POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,COMPUTER ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2453662090,Tamil Nadu,Southern,CHRIST THE KING POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,ELECTRICAL AND ELECTRONICS ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2453662090,Tamil Nadu,Southern,CHRIST THE KING POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,ELECTRONICS AND COMMUNICATIONS ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2453662090,Tamil Nadu,Southern,CHRIST THE KING POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,INFORMATION TECHNOLOGY,30,NA,NA,Directorate of Technical Education Tamilnadu
1-2453662090,Tamil Nadu,Southern,CHRIST THE KING POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,MECHANICAL ENGINEERING,180,NA,NA,Directorate of Technical Education Tamilnadu
1-2453662481,Tamil Nadu,Southern,MAHENDRA ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,COMMUNICATION SYSTEMS,25,NA,NA,Anna University Chennai
1-2453662481,Tamil Nadu,Southern,MAHENDRA ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,COMPUTER AIDED DESIGN,25,NA,NA,Anna University Chennai
1-2453662481,Tamil Nadu,Southern,MAHENDRA ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,COMPUTER AND COMMUNICATION ENGINEERING,18,NA,NA,Anna University Chennai
1-2453662481,Tamil Nadu,Southern,MAHENDRA ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,COMPUTER SCIENCE AND ENGINEERING,18,NA,NA,Anna University Chennai
1-2453662481,Tamil Nadu,Southern,MAHENDRA ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,CONSTRUCTION ENGINEERING AND MANAGEMENT,24,NA,NA,Anna University Chennai
1-2453662481,Tamil Nadu,Southern,MAHENDRA ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,CONTROL SYSTEMS,24,NA,NA,Anna University Chennai
1-2453662481,Tamil Nadu,Southern,MAHENDRA ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,DIGITAL COMMUNICATIONS AND NETWORKING,18,NA,NA,Anna University Chennai
1-2453662481,Tamil Nadu,Southern,MAHENDRA ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,MANUFACTURING ENGINEERING,24,NA,NA,Anna University Chennai
1-2453662481,Tamil Nadu,Southern,MAHENDRA ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,STRUCTURAL ENGINEERING,24,NA,NA,Anna University Chennai
1-2453662481,Tamil Nadu,Southern,MAHENDRA ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,AERONAUTICAL ENGINEERING,60,NA,NA,Anna University Chennai
1-2453662481,Tamil Nadu,Southern,MAHENDRA ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,AGRICULTURAL ENGINEERING,60,NA,NA,Anna University Chennai
1-2453662481,Tamil Nadu,Southern,MAHENDRA ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,CIVIL ENGINEERING,180,NA,NA,Anna University Chennai
1-2453662481,Tamil Nadu,Southern,MAHENDRA ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,120,NA,NA,Anna University Chennai
1-2453662481,Tamil Nadu,Southern,MAHENDRA ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,120,NA,NA,Anna University Chennai
1-2453662481,Tamil Nadu,Southern,MAHENDRA ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRONICS AND COMMUNICATIONS ENGINEERING,120,NA,NA,Anna University Chennai
1-2453662481,Tamil Nadu,Southern,MAHENDRA ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRONICS AND INSTRUMENTATION ENGINEERING,60,NA,NA,Anna University Chennai
1-2453662481,Tamil Nadu,Southern,MAHENDRA ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,INFORMATION TECHNOLOGY,120,NA,NA,Anna University Chennai
1-2453662481,Tamil Nadu,Southern,MAHENDRA ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,MECHANICAL AND AUTOMATION ENGINEERING,60,NA,NA,Anna University Chennai
1-2453662481,Tamil Nadu,Southern,MAHENDRA ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,MECHANICAL ENGINEERING,180,NA,NA,Anna University Chennai
1-2453662481,Tamil Nadu,Southern,MAHENDRA ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,MECHATRONICS,60,NA,NA,Anna University Chennai
1-2453662481,Tamil Nadu,Southern,MAHENDRA ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,2nd Shift,FULL TIME,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,60,NA,NA,Anna University Chennai
1-2453662481,Tamil Nadu,Southern,MAHENDRA ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,2nd Shift,FULL TIME,UNDER GRADUATE,ELECTRONICS AND COMMUNICATIONS ENGINEERING,60,NA,NA,Anna University Chennai
1-2453668085,Tamil Nadu,Southern,C..M.ANNAMALAI POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,CIVIL ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2453668085,Tamil Nadu,Southern,C..M.ANNAMALAI POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,ELECTRICAL AND ELECTRONICS ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2453668085,Tamil Nadu,Southern,C..M.ANNAMALAI POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,ELECTRONICS & COMMUNICATION ENGG,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2453668085,Tamil Nadu,Southern,C..M.ANNAMALAI POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,MECHANICAL ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2453668085,Tamil Nadu,Southern,C..M.ANNAMALAI POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,MECHANICAL ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2453668085,Tamil Nadu,Southern,C..M.ANNAMALAI POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,MECHANICAL ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2453669442,Tamil Nadu,Southern,JAYA ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,APPLIED ELECTRONICS,18,NA,NA,Anna University Chennai
1-2453669442,Tamil Nadu,Southern,JAYA ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,COMPUTER AIDED DESIGN AND MANUFACTURE,18,NA,NA,Anna University Chennai
1-2453669442,Tamil Nadu,Southern,JAYA ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,COMPUTER SCIENCE AND ENGINEERING,18,NA,NA,Anna University Chennai
1-2453669442,Tamil Nadu,Southern,JAYA ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,STRUCTURAL ENGINEERING,18,NA,NA,Anna University Chennai
1-2453669442,Tamil Nadu,Southern,JAYA ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,TEXTILE TECHNOLOGY,18,NA,NA,Anna University Chennai
1-2453669442,Tamil Nadu,Southern,JAYA ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,AERONAUTICAL ENGINEERING,60,Yes,NA,Anna University Chennai
1-2453669442,Tamil Nadu,Southern,JAYA ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,CIVIL ENGINEERING,60,Yes,NA,Anna University Chennai
1-2453669442,Tamil Nadu,Southern,JAYA ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,120,Yes,NA,Anna University Chennai
1-2453669442,Tamil Nadu,Southern,JAYA ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,Yes,NA,Anna University Chennai
1-2453669442,Tamil Nadu,Southern,JAYA ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRONICS AND COMMUNICATIONS ENGINEERING,120,Yes,NA,Anna University Chennai
1-2453669442,Tamil Nadu,Southern,JAYA ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRONICS AND INSTRUMENTATION ENGINEERING,60,Yes,NA,Anna University Chennai
1-2453669442,Tamil Nadu,Southern,JAYA ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,INFORMATION TECHNOLOGY,120,Yes,NA,Anna University Chennai
1-2453669442,Tamil Nadu,Southern,JAYA ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,MECHANICAL ENGINEERING,60,Yes,NA,Anna University Chennai
1-2453669442,Tamil Nadu,Southern,JAYA ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,TEXTILE TECHNOLOGY,40,Yes,NA,Anna University Chennai
1-2453671064,Tamil Nadu,Southern,NARASU'S SARATHY INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,COMPUTER SCIENCE AND ENGINEERING,24,NA,NA,Anna University Chennai
1-2453671064,Tamil Nadu,Southern,NARASU'S SARATHY INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,VLSI DESIGN,24,NA,NA,Anna University Chennai
1-2453671064,Tamil Nadu,Southern,NARASU'S SARATHY INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,CIVIL ENGINEERING,60,NA,NA,Anna University Chennai
1-2453671064,Tamil Nadu,Southern,NARASU'S SARATHY INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,120,NA,NA,Anna University Chennai
1-2453671064,Tamil Nadu,Southern,NARASU'S SARATHY INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,NA,NA,Anna University Chennai
1-2453671064,Tamil Nadu,Southern,NARASU'S SARATHY INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,120,NA,NA,Anna University Chennai
1-2453671064,Tamil Nadu,Southern,NARASU'S SARATHY INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,INFORMATION TECHNOLOGY,60,NA,NA,Anna University Chennai
1-2453671064,Tamil Nadu,Southern,NARASU'S SARATHY INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,MECHANICAL ENGINEERING,120,NA,NA,Anna University Chennai
1-2453671623,Tamil Nadu,Southern,SCAD ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,CIVIL ENGINEERING,120,NA,NA,Anna University Chennai
1-2453671623,Tamil Nadu,Southern,SCAD ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,NA,NA,Anna University Chennai
1-2453671623,Tamil Nadu,Southern,SCAD ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,MECHANICAL ENGINEERING,180,NA,NA,Anna University Chennai
1-2453672215,Tamil Nadu,Southern,THE KAVERY ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,APPLIED ELECTRONICS,18,NA,NA,Anna University Chennai
1-2453672215,Tamil Nadu,Southern,THE KAVERY ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,COMPUTER SCIENCE AND ENGINEERING,18,NA,NA,Anna University Chennai
1-2453672215,Tamil Nadu,Southern,THE KAVERY ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,COMPUTER SCIENCE AND ENGINEERING,18,NA,NA,Anna University Chennai
1-2453672215,Tamil Nadu,Southern,THE KAVERY ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,CONSTRUCTION ENGINEERING,24,NA,NA,Anna University Chennai
1-2453672215,Tamil Nadu,Southern,THE KAVERY ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,EMBEDDED SYSTEMS TECHNOLOGIES,18,NA,NA,Anna University Chennai
1-2453672215,Tamil Nadu,Southern,THE KAVERY ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,ENVIRONMENTAL ENGINEERING,24,NA,NA,Anna University Chennai
1-2453672215,Tamil Nadu,Southern,THE KAVERY ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,POWER ELECTRONICS AND DRIVES,18,NA,NA,Anna University Chennai
1-2453672215,Tamil Nadu,Southern,THE KAVERY ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,POWER SYSTEMS ENGINEERING,24,NA,NA,Anna University Chennai
1-2453672215,Tamil Nadu,Southern,THE KAVERY ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,PRODUCT DESIGN AND DEVELOPMENT,24,NA,NA,Anna University Chennai
1-2453672215,Tamil Nadu,Southern,THE KAVERY ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,VLSI,18,NA,NA,Anna University Chennai
1-2453672215,Tamil Nadu,Southern,THE KAVERY ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,CIVIL ENGINEERING,120,NA,NA,Anna University Chennai
1-2453672215,Tamil Nadu,Southern,THE KAVERY ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,120,NA,NA,Anna University Chennai
1-2453672215,Tamil Nadu,Southern,THE KAVERY ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,120,NA,NA,Anna University Chennai
1-2453672215,Tamil Nadu,Southern,THE KAVERY ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,120,NA,NA,Anna University Chennai
1-2453672215,Tamil Nadu,Southern,THE KAVERY ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,MECHANICAL ENGINEERING,240,NA,NA,Anna University Chennai
1-2453673201,Tamil Nadu,Southern,SRI ANNAMALAI POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,AUTOMOBILE ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2453673201,Tamil Nadu,Southern,SRI ANNAMALAI POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,CIVIL ENGINEERING,120,NA,NA,Directorate of Technical Education Tamilnadu
1-2453673201,Tamil Nadu,Southern,SRI ANNAMALAI POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,ELECTRICAL AND ELECTRONICS ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2453673201,Tamil Nadu,Southern,SRI ANNAMALAI POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,ELECTRONICS & COMMUNICATION ENGG,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2453673201,Tamil Nadu,Southern,SRI ANNAMALAI POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,MECHANICAL ENGINEERING,180,NA,NA,Directorate of Technical Education Tamilnadu
1-2453673599,Tamil Nadu,Southern,DHANALAKSHMI SRINIVASAN COLLEGE OF ENGINEERING AND TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,AERONAUTICAL ENGINEERING,18,NA,Yes,Anna University Chennai
1-2453673599,Tamil Nadu,Southern,DHANALAKSHMI SRINIVASAN COLLEGE OF ENGINEERING AND TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,APPLIED ELECTRONICS,18,NA,Yes,Anna University Chennai
1-2453673599,Tamil Nadu,Southern,DHANALAKSHMI SRINIVASAN COLLEGE OF ENGINEERING AND TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,COMMUNICATION SYSTEMS,18,NA,Yes,Anna University Chennai
1-2453673599,Tamil Nadu,Southern,DHANALAKSHMI SRINIVASAN COLLEGE OF ENGINEERING AND TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,COMPUTER AIDED DESIGN AND MANUFACTURE,18,NA,Yes,Anna University Chennai
1-2453673599,Tamil Nadu,Southern,DHANALAKSHMI SRINIVASAN COLLEGE OF ENGINEERING AND TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,COMPUTER SCIENCE AND ENGINEERING,18,NA,Yes,Anna University Chennai
1-2453673599,Tamil Nadu,Southern,DHANALAKSHMI SRINIVASAN COLLEGE OF ENGINEERING AND TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,POWER ELECTRONICS AND DRIVES,18,NA,Yes,Anna University Chennai
1-2453673599,Tamil Nadu,Southern,DHANALAKSHMI SRINIVASAN COLLEGE OF ENGINEERING AND TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,AERONAUTICAL ENGINEERING,60,NA,Yes,Anna University Chennai
1-2453673599,Tamil Nadu,Southern,DHANALAKSHMI SRINIVASAN COLLEGE OF ENGINEERING AND TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,CIVIL ENGINEERING,180,NA,Yes,Anna University Chennai
1-2453673599,Tamil Nadu,Southern,DHANALAKSHMI SRINIVASAN COLLEGE OF ENGINEERING AND TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,120,NA,Yes,Anna University Chennai
1-2453673599,Tamil Nadu,Southern,DHANALAKSHMI SRINIVASAN COLLEGE OF ENGINEERING AND TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,NA,Yes,Anna University Chennai
1-2453673599,Tamil Nadu,Southern,DHANALAKSHMI SRINIVASAN COLLEGE OF ENGINEERING AND TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,120,NA,Yes,Anna University Chennai
1-2453673599,Tamil Nadu,Southern,DHANALAKSHMI SRINIVASAN COLLEGE OF ENGINEERING AND TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,INFORMATION TECHNOLOGY,60,NA,Yes,Anna University Chennai
1-2453673599,Tamil Nadu,Southern,DHANALAKSHMI SRINIVASAN COLLEGE OF ENGINEERING AND TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,MECHANICAL ENGINEERING,240,NA,Yes,Anna University Chennai
1-2453674543,Tamil Nadu,Southern,SRI SUBABHARATHI POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,CIVIL ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2453674543,Tamil Nadu,Southern,SRI SUBABHARATHI POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,MECHANICAL ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2453674543,Tamil Nadu,Southern,SRI SUBABHARATHI POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,ELECTRICAL AND ELECTRONICS ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2453674543,Tamil Nadu,Southern,SRI SUBABHARATHI POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,ELECTRONICS & COMMUNICATION ENGG,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2453674543,Tamil Nadu,Southern,SRI SUBABHARATHI POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,MECHANICAL ENGINEERING (TOOL & DIE),60,NA,NA,Directorate of Technical Education Tamilnadu
1-2453674840,Tamil Nadu,Southern,PSN INSTITUTE OF TECHNOLOGY & SCIENCE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,CIVIL ENGINEERING,60,NA,NA,Anna University Chennai
1-2453674840,Tamil Nadu,Southern,PSN INSTITUTE OF TECHNOLOGY & SCIENCE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,60,NA,NA,Anna University Chennai
1-2453674840,Tamil Nadu,Southern,PSN INSTITUTE OF TECHNOLOGY & SCIENCE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,NA,NA,Anna University Chennai
1-2453674840,Tamil Nadu,Southern,PSN INSTITUTE OF TECHNOLOGY & SCIENCE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRONICS AND COMMUNICATIONS ENGINEERING,60,NA,NA,Anna University Chennai
1-2453674840,Tamil Nadu,Southern,PSN INSTITUTE OF TECHNOLOGY & SCIENCE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,INDUSTRIAL ENGINEERING AND MANAGEMENT,60,NA,NA,Anna University Chennai
1-2453674840,Tamil Nadu,Southern,PSN INSTITUTE OF TECHNOLOGY & SCIENCE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,MECHANICAL AND AUTOMATION ENGINEERING,60,NA,NA,Anna University Chennai
1-2453674840,Tamil Nadu,Southern,PSN INSTITUTE OF TECHNOLOGY & SCIENCE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,MECHANICAL ENGINEERING,60,NA,NA,Anna University Chennai
1-2453674840,Tamil Nadu,Southern,PSN INSTITUTE OF TECHNOLOGY & SCIENCE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,MECHATRONICS,60,NA,NA,Anna University Chennai
1-2453674840,Tamil Nadu,Southern,PSN INSTITUTE OF TECHNOLOGY & SCIENCE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,PRODUCTION ENGINEERING,60,NA,NA,Anna University Chennai
1-2453675630,Tamil Nadu,Southern,KTVR KNOWLEDGE PARK FOR ENGINEERING & TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,CIVIL ENGINEERING,120,NA,NA,Anna University Chennai
1-2453675630,Tamil Nadu,Southern,KTVR KNOWLEDGE PARK FOR ENGINEERING & TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,60,NA,NA,Anna University Chennai
